Query	MUrl	PUrl	Fidelity_Control	Fidelity_Treatment	InL1WithoutSpaceV	Experiment_InL1WithoutSpaceV
museum dresden für kinder	https://ostsachsen.de/wp-content/uploads/Verkehrsmuseum-Dresden.jpg	https://ostsachsen.de/dresden/kinder-museum/	0.243589744	0.717948735	True	True
museum dresden für kinder	https://www.dhmd.de/fileadmin/_processed_/7/9/csm_image006_1a82af178e.jpg	https://www.dhmd.de/ausstellungen/kinder-museum/	0.243589744	0.717948735	False	True
museum dresden für kinder	https://www.dhmd.de/fileadmin/_processed_/7/9/csm_image006_1a82af178e.jpg	https://www.dhmd.de/ausstellungen/kinder-museum/	0.243589744	0.717948735	False	True
versiculos sobre deus ser eterno	https://versiculosparaculto.com.br/wp-content/uploads/2025/02/textos-biblicos-sobre-eternidade-1.jpg	https://versiculosparaculto.com.br/versiculos-biblicos-sobre-eternidade/	0	0.4	False	True
versiculos sobre deus ser eterno	https://versiculosparaculto.com.br/wp-content/uploads/2025/02/textos-biblicos-sobre-eternidade-1-1024x1024.jpg	https://versiculosparaculto.com.br/versiculos-biblicos-sobre-eternidade/	0	0.4	False	True
котлета по киевски лазерсон	https://i.ytimg.com/vi/pv4wCf4gENk/maxresdefault.jpg	https://www.youtube.com/watch?v=pv4wCf4gENk	0.333333343	1	False	True
котлета по киевски лазерсон	https://opis-cdn.tinkoffjournal.ru/mercury/kotletka-022.ts9wxvsfh6hf..JPG	https://t-j.ru/kotletka/	0.333333343	1	False	True
котлета по киевски лазерсон	https://opis-cdn.tinkoffjournal.ru/mercury/kotletka-in2-in2.dxdryrbpjlji..jpg	https://t-j.ru/kotletka/	0.333333343	1	True	True
わらび 治五郎	https://warabimochi-jigorou.com/wp-content/themes/amaterasu/images/main_img.webp	https://warabimochi-jigorou.com/	0.5	1	True	True
わらび 治五郎	https://image.rakuten.co.jp/jigoro-256/cabinet/warabimochi/15-t-1.jpg	https://www.rakuten.ne.jp/gold/jigoro-256/	0.5	1	True	True
わらび 治五郎	https://warabimochi-jigorou.com/wp-content/themes/amaterasu/images/new/menu_youkai_sp.webp	https://warabimochi-jigorou.com/	0.5	1	False	True
わらび 治五郎	https://image.rakuten.co.jp/jigoro-256/cabinet/warabimochi/10h-t-1.jpg	https://www.rakuten.ne.jp/gold/jigoro-256/	0.5	1	False	True
わらび 治五郎	https://image.rakuten.co.jp/jigoro-256/cabinet/warabimochi/5h-t-1.jpg	https://www.rakuten.ne.jp/gold/jigoro-256/	0.5	1	True	True
わらび 治五郎	https://warabimochi-jigorou.com/wp-content/uploads/2025/01/ogp.jpg	https://warabimochi-jigorou.com/	0.5	1	True	True
わらび 治五郎	https://www.rakuten.ne.jp/gold/jigoro-256/img/hon-warabi1.jpg	https://www.rakuten.ne.jp/gold/jigoro-256/	0.5	1	True	True
わらび 治五郎	https://warabimochi-jigorou.com/wp-content/themes/amaterasu/images/new/menu_youkai_pc.webp	https://warabimochi-jigorou.com/	0.5	1	False	True
わらび 治五郎	https://tanosu.com/wp/wp-content/uploads/2022/12/jigoro09.jpg	https://tanosu.com/gourmet/129302/	0.5	1	False	True
わらび 治五郎	https://warabimochi-jigorou.com/wp-content/themes/amaterasu/images/main_img02.webp	https://warabimochi-jigorou.com/	0.5	1	True	True
わらび 治五郎	https://tanosu.com/wp/wp-content/uploads/2022/12/jigoro05.jpg	https://tanosu.com/gourmet/129302/	0.5	1	True	True
わらび 治五郎	https://warabimochi-jigorou.com/wp-content/themes/amaterasu/images/new/menu01_pc.jpg	https://warabimochi-jigorou.com/	0.5	1	False	True
わらび 治五郎	https://tanosu.com/wp/wp-content/uploads/2022/12/jigoro03.jpg	https://tanosu.com/gourmet/129302/	0.5	1	False	True
わらび 治五郎	https://warabimochi-jigorou.com/wp-content/themes/amaterasu/images/new/menu01_sp.jpg	https://warabimochi-jigorou.com/	0.5	1	False	True
スター オーシャン 2 リメイク 悪魔 の 旋律	https://img.altema.jp/starocean2/uploads/2023/09/2023y09m06d_1204161556.jpg	https://altema.jp/starocean2/iseriaqueen	0	1	False	True
京都 観光 おすすめ 8 月	https://www.veltra.com/jp/guide/wp-content/uploads/2023/10/pixta_85895383_M-1-1536x1024.jpg	https://www.veltra.com/jp/guide/domestic/spot-domestic/93663/	0	1	False	True
京都 観光 おすすめ 8 月	https://www.veltra.com/jp/guide/wp-content/uploads/2023/10/pixta_70246248_M-1536x1025.jpg	https://www.veltra.com/jp/guide/domestic/spot-domestic/93663/	0	1	False	True
京都 観光 おすすめ 8 月	https://www.veltra.com/jp/guide/wp-content/uploads/2024/04/pixta_78658790_M-min-768x512.jpg	https://www.veltra.com/jp/guide/domestic/spot-domestic/93663/	0	1	False	True
京都 観光 おすすめ 8 月	https://www.veltra.com/jp/guide/wp-content/uploads/2023/05/pixta_31324510_M-768x512.jpg	https://www.veltra.com/jp/guide/domestic/spot-domestic/93663/	0	1	False	True
京都 観光 おすすめ 8 月	https://www.veltra.com/jp/guide/wp-content/uploads/2023/10/pixta_85895383_M-1-768x512.jpg	https://www.veltra.com/jp/guide/domestic/spot-domestic/93663/	0	1	False	True
京都 観光 おすすめ 8 月	https://www.veltra.com/jp/guide/wp-content/uploads/2023/10/pixta_70246248_M-768x512.jpg	https://www.veltra.com/jp/guide/domestic/spot-domestic/93663/	0	1	False	True
京都 観光 おすすめ 8 月	https://www.veltra.com/jp/guide/wp-content/uploads/2024/04/pixta_78658790_M-min-1536x1024.jpg	https://www.veltra.com/jp/guide/domestic/spot-domestic/93663/	0	1	False	True
京都 観光 おすすめ 8 月	https://www.veltra.com/jp/guide/wp-content/uploads/2023/05/pixta_31324510_M-1536x1024.jpg	https://www.veltra.com/jp/guide/domestic/spot-domestic/93663/	0	1	False	True
楽天 モバイル iphone	https://www.iid.co.jp/contents-Internet/wp-content/uploads/【最新】楽天モバイルのiPhone-16の予約方法！早く予約するコツ3選も解説-768x384.jpg	https://www.iid.co.jp/contents-Internet/rakuten-mobile-iphone/	0.294117659	0.7058824	False	True
楽天 モバイル iphone	https://network.mobile.rakuten.co.jp/assets/img/product/iphone/iphone-14/pht-device-04.png?230308	https://network.mobile.rakuten.co.jp/product/iphone/iphone-14/	0.294117659	0.7058824	True	True
楽天 モバイル iphone	https://selectra.jp/sites/selectra.jp/files/rakuten-iphone-202506.png	https://selectra.jp/telecom/mobile/rakutenmobile-0yen-1yen	0.294117659	0.7058824	True	True
楽天 モバイル iphone	https://network.mobile.rakuten.co.jp/assets/img/product/iphone/iphone-14/pht-device-04.png	https://network.mobile.rakuten.co.jp/product/iphone/iphone-14/	0.294117659	0.7058824	False	True
楽天 モバイル iphone	https://www.iid.co.jp/contents-Internet/wp-content/uploads/2024/03/rakutenmobile.jpeg	https://www.iid.co.jp/contents-Internet/rakuten-mobile-iphone/	0.294117659	0.7058824	False	True
楽天 モバイル iphone	https://www.iid.co.jp/contents-Internet/wp-content/uploads/【最新】楽天モバイルのiPhone-16の予約方法！早く予約するコツ3選も解説.jpg	https://www.iid.co.jp/contents-Internet/rakuten-mobile-iphone/	0.294117659	0.7058824	False	True
楽天 モバイル iphone	https://www.iid.co.jp/contents-Internet/wp-content/uploads/20240912092932-scaled.jpeg	https://www.iid.co.jp/contents-Internet/rakuten-mobile-iphonese-reserve/	0.294117659	0.7058824	False	True
楽天 モバイル iphone	https://selectra.jp/sites/selectra.jp/files/rakuten-iphone.png	https://selectra.jp/telecom/mobile/rakutenmobile-iphone	0.294117659	0.7058824	True	True
楽天 モバイル iphone	https://www.iid.co.jp/contents-Internet/wp-content/uploads/20240912092932-1-scaled.jpeg	https://www.iid.co.jp/contents-Internet/rakuten-mobile-iphonese-reserve/	0.294117659	0.7058824	False	True
楽天 モバイル iphone	https://selectra.jp/sites/selectra.jp/files/rakuten-iphone20250425.png	https://selectra.jp/telecom/mobile/rakutenmobile-iphone	0.294117659	0.7058824	True	True
楽天 モバイル iphone	https://iphone-mania.jp/uploads/2023/06/02/5d1531f9fcfa88e26f5058f78a6d670f.png	https://iphone-mania.jp/news-540270/	0.294117659	0.7058824	True	True
楽天 モバイル iphone	https://www.iid.co.jp/contents-Internet/wp-content/uploads/20240912092932-1-1536x2048.jpeg	https://www.iid.co.jp/contents-Internet/rakuten-mobile-iphonese-reserve/	0.294117659	0.7058824	False	True
halloween 2023	https://img.jagranjosh.com/images/2023/October/18102023/halloween-costume-ideas.jpg	https://www.jagranjosh.com/us/trending/best-costume-ideas-for-halloween-2023-1697630046	0.333333343	1	False	True
halloween 2023	https://i.ytimg.com/vi/gsp9RqP-AcU/maxresdefault.jpg	https://www.youtube.com/watch?v=gsp9RqP-AcU	0.333333343	1	False	True
halloween 2023	https://img.jagranjosh.com/images/2023/October/18102023/halloween-costume-ideas.webp	https://www.jagranjosh.com/us/trending/best-costume-ideas-for-halloween-2023-1697630046	0.333333343	1	True	True
honda auto japan peças	https://hondatokiopecas.com.br/wp-content/uploads/2022/07/Design-sem-nome-2-768x1170.jpg	https://hondatokiopecas.com.br/	0.125	0.75	False	True
honda auto japan peças	https://hondatokiopecas.com.br/wp-content/uploads/2022/07/Design-sem-nome-2-700x1067.jpg	https://hondatokiopecas.com.br/	0.125	0.75	False	True
honda auto japan peças	https://hondatokiopecas.com.br/wp-content/uploads/2022/07/Design-sem-nome-2-860x1310.jpg	https://hondatokiopecas.com.br/	0.125	0.75	False	True
honda auto japan peças	https://hondatokiopecas.com.br/wp-content/uploads/2022/07/Design-sem-nome-2-1344x2048.jpg	https://hondatokiopecas.com.br/	0.125	0.75	False	True
honda auto japan peças	https://hondatokiopecas.com.br/wp-content/uploads/2022/07/Design-sem-nome-2-1008x1536.jpg	https://hondatokiopecas.com.br/	0.125	0.75	False	True
honda auto japan peças	https://hondatokiopecas.com.br/wp-content/uploads/2022/07/Design-sem-nome-2-scaled.jpg	https://hondatokiopecas.com.br/	0.125	0.75	True	True
kg rohre 100 mm durchmesser	https://www.heizman24.de/media/image/Abmessungen-KGEM-Rohr.jpg	https://www.heizman24.de/installation/rohrsysteme-abwasser/wavin-sitech/3991/ostendorf-kg-rohr/abwasserrohr/kanalrohr/kgem/kg-system-sn4-aus-pvc-u-dn-100-400	0.6	1	True	True
kg rohre 100 mm durchmesser	https://www.heizman24.de/media/image/Abmessungen-KGEM-Rohr.jpg	https://www.heizman24.de/installation-haustechnik/rohrsysteme/abwasserrohre/kg-rohre/3991/ostendorf-kg-rohr-abwasserrohr-kanalrohr-kgem-kg-system-sn4-aus-pvc-u-dn-100-400	0.6	1	True	True
kg rohre 100 mm durchmesser	https://www.heizman24.de/media/image/Abmessungen-KGEM-Rohr-Vorschau.jpg	https://www.heizman24.de/installation/rohrsysteme-abwasser/wavin-sitech/3991/ostendorf-kg-rohr/abwasserrohr/kanalrohr/kgem/kg-system-sn4-aus-pvc-u-dn-100-400	0.6	1	False	True
kg rohre 100 mm durchmesser	https://www.heizman24.de/media/image/Abmessungen-KGEM-Rohr-Vorschau.jpg	https://www.heizman24.de/installation-haustechnik/rohrsysteme/abwasserrohre/kg-rohre/3991/ostendorf-kg-rohr-abwasserrohr-kanalrohr-kgem-kg-system-sn4-aus-pvc-u-dn-100-400	0.6	1	False	True
kg rohre 100 mm durchmesser	https://i.ebayimg.com/00/s/MTYwMFgxNjAw/z/v64AAOSw6GJduvKI/$_57.JPG?set_id=8800005007	https://www.inf-inet.com/kg-rohr-dn-100/	0.6	1	True	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2019/04/Canon-7-1024x1024.png	https://fotocopy.id/	0.216666669	0.6333333	True	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2020/03/Canon-5-2048x2048.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2022/12/Canon-10-1024x1024.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2022/12/Canon-10-1024x1024.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://img.mbizmarket.co.id/products/thumbs/800x800/2023/03/27/9f0e306b413745a22265c6451bc6654e.jpg	https://www.mbizmarket.co.id/catalog/detail/mesin-fotocopy-3590547-6664551.html	0.216666669	0.6333333	True	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2022/06/8124-1024x1024.png	https://fotocopy.id/	0.216666669	0.6333333	True	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2023/08/Canon-5-2048x2048.png	https://fotocopy.id/	0.216666669	0.6333333	True	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2024/07/Canon-MF643CDW-768x768.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2021/10/Canon-1-768x768.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://www.teknovidia.com/wp-content/uploads/2023/05/Mesin-Fotocopy-Terbaik.jpg	https://www.teknovidia.com/mesin-fotocopy-terbaik/	0.216666669	0.6333333	True	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2022/12/Canon-10-1536x1536.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2022/06/8124-1536x1536.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2022/12/Canon-10-2048x2048.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2022/12/Canon-10-2048x2048.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2020/03/Canon-5-1024x1024.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2019/04/Canon-7-2048x2048.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2022/06/8124-2048x2048.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2023/08/Canon-5-1024x1024.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2017/10/Canon-1-700x700.png	https://fotocopy.id/	0.216666669	0.6333333	True	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2022/06/8124-768x768.png	https://fotocopy.id/	0.216666669	0.6333333	True	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2017/10/Canon-1-2048x2048.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2024/07/FID-AM-C4000-1024x1024.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2018/02/Canon-9-2048x2048.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	http://2.bp.blogspot.com/-Bvu2qVvrXAE/U1korIVdmbI/AAAAAAAAAMM/VoCfyjU72ks/s1600/mesin+fotocopy+canon.png	https://harga-fotocopy.blogspot.com/2014/04/mesin-fotocopy-canon.html	0.216666669	0.6333333	True	True
mesin fotocopy	https://2.bp.blogspot.com/-Bvu2qVvrXAE/U1korIVdmbI/AAAAAAAAAMM/VoCfyjU72ks/s1600/mesin+fotocopy+canon.png	https://harga-fotocopy.blogspot.com/2014/04/mesin-fotocopy-canon.html	0.216666669	0.6333333	True	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2017/10/Canon-1-1536x1536.png	https://fotocopy.id/	0.216666669	0.6333333	True	True
mesin fotocopy	https://fotocopysemarang.com/wp-content/uploads/2022/08/jual-mesin-fotocopy-terpercaya-1.jpg	https://fotocopysemarang.com/merk-mesin-fotocopy-terbaik/	0.216666669	0.6333333	True	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2021/10/Canon-1-1536x1536.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2017/10/Canon-1-1024x1024.png	https://fotocopy.id/	0.216666669	0.6333333	True	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2018/02/Canon-9-1024x1024.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2024/07/FID-AM-C4000-2048x2048.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2024/07/FID-AM-C4000-1536x1536.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2023/08/Canon-3-1024x1024.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2024/07/Canon-MF643CDW-1024x1024.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2021/10/Canon-1-2048x2048.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2018/02/Canon-62-2048x2048.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://fotocopy.id/wp-content/uploads/2024/07/FID-AM-C4000-768x768.png	https://fotocopy.id/	0.216666669	0.6333333	False	True
mesin fotocopy	https://www.teknovidia.com/wp-content/uploads/2023/05/Mesin-Fotocopy-Terbaik-1024x576.jpg	https://www.teknovidia.com/mesin-fotocopy-terbaik/	0.216666669	0.6333333	True	True
porzellan alte services ergänzen	https://i.etsystatic.com/20228159/r/il/1745ab/2964751734/il_fullxfull.2964751734_8rb6.jpg	https://www.etsy.com/at/listing/987898293/weimar-porzellan-katharina-tafelservice	0.545454562	1	True	True
porzellan alte services ergänzen	https://www.alteschaetze.de/fileadmin/_processed_/7/6/csm_IMG_6583_eb3e53e4e4.jpeg	https://www.alteschaetze.de/tischkultur/porzellan	0.545454562	1	False	True
porzellan alte services ergänzen	https://img.ricardostatic.ch/images/153811a9-50f8-46fc-8847-d0cf1406a100/t_1000x750/rausverkauf-service-antik-kaffee-teeservice-zum-erganzen	https://www.ricardo.ch/de/a/rausverkauf-service-antik-kaffee-teeservice-zum-ergaenzen-1250271190/	0.545454562	1	True	True
porzellan alte services ergänzen	https://www.alteschaetze.de/fileadmin/fotos/porzellan/IMG_6848.jpeg	https://www.alteschaetze.de/tischkultur/porzellan	0.545454562	1	False	True
porzellan alte services ergänzen	https://img.ricardostatic.ch/images/890d9d8c-84b2-4cf2-b5a3-5247ced61a8c/t_1000x750/porzellan-service-alt-furstenberg	https://www.ricardo.ch/de/a/porzellan-service-'alt-fuerstenberg'-1256055474/	0.545454562	1	True	True
porzellan alte services ergänzen	https://img.ricardostatic.ch/images/cf698b74-532d-4ffa-a6f6-1d85eb02e3d5/t_1000x750/altes-service-porzellan-30-teile-langenthal-195252	https://www.ricardo.ch/de/a/altes-service-porzellan-30-teile-langenthal-1952-52-1244643936/	0.545454562	1	True	True
porzellan alte services ergänzen	https://www.privatecollection.de/WebRoot/Store3/Shops/Shop41725/5207/B790/2310/3465/FBAF/AC14/504C/B8DF/20180814_182754_Porzellan__Keramik_Service_m.jpg	https://www.privatecollection.de/50er-60er-70er-Wohnkultur-Requisiten/Porzellan-Keramik-Service	0.545454562	1	True	True
porzellan alte services ergänzen	https://www.alteschaetze.de/fileadmin/fotos/porzellan/DSC00378.jpg	https://www.alteschaetze.de/tischkultur/porzellan	0.545454562	1	False	True
porzellan alte services ergänzen	https://www.alteschaetze.de/fileadmin/fotos/porzellan/IMG_6857.jpeg	https://www.alteschaetze.de/tischkultur/porzellan	0.545454562	1	False	True
porzellan alte services ergänzen	https://img.kleinanzeigen.de/api/v1/prod-ads/images/4c/4c5fc801-ccab-4d3a-8b72-2b7fcfbf047d?rule=$_59.JPG	https://www.kleinanzeigen.de/s-anzeige/altes-antik-feines-porzellan-dessert-service-bavaria-elfenbein109/1613848428-234-8159	0.545454562	1	True	True
porzellan alte services ergänzen	https://www.alteschaetze.de/fileadmin/fotos/porzellan/DSC00358.jpg	https://www.alteschaetze.de/tischkultur/porzellan	0.545454562	1	False	True
skylines 3	https://gfx.videobuster.de/archive/v/cAjLarY64jLdYr3vDrIALRAcz0lMkawsSUyRjA1JTJGaW1hmSUyRmpwZWclMkZiMNrhM2boZjJiZTNhNmE4YjdlZWI5ZThh2DdiLmpwZyZyPXfvOA/skyline-3-skylin3s-poster.jpg	https://www.videobuster.de/dvd-bluray-verleih/229410/skyline-3-skylin3s	0.161290318	0.7096774	False	True
skylines 3	https://gfx.videobuster.de/archive/v/cAjLarY64jLdYr3vDrIALRAcz0lMkawsSUyRjA1JTJGaW1hmSUyRmpwZWclMkZiMNrhM2boZjJiZTNhNmE4YjdlZWI5ZThh2DdiLmpwZyZyPXfvOA/skyline-3-skylin3s-poster.jpg	https://www.videobuster.de/dvd-bluray-verleih/229410/skyline-3-skylin3s	0.161290318	0.7096774	False	True
skylines 3	https://gfx.videobuster.de/archive/v/c1cD406bNIX6_p09Smg5r5wcz0lMkawsSUyRjA1JTJGaW1hmSUyRmpwZWclMkbnYTRm62bMi8hhsskxZmPyMDRkY8FiZi5qcGcmcj1opjAw/skyline-3-skylin3s-poster.jpg	https://www.videobuster.de/dvd-bluray-verleih/229410/skyline-3-skylin3s	0.161290318	0.7096774	False	True
skylines 3	https://gfx.videobuster.de/archive/v/c1cD406bNIX6_p09Smg5r5wcz0lMkawsSUyRjA1JTJGaW1hmSUyRmpwZWclMkbnYTRm62bMi8hhsskxZmPyMDRkY8FiZi5qcGcmcj1opjAw/skyline-3-skylin3s-poster.jpg	https://www.videobuster.de/dvd-bluray-verleih/229410/skyline-3-skylin3s	0.161290318	0.7096774	False	True
skylines 3	https://gfx.videobuster.de/archive/v/cTDjRj4LiuQ_xLnxygH1lfwcz0lMkawsSUyRjA2JTJGaW1hmSUyRmpwZWclMkZmMGPxMWLDYrZkYjBkrWYw1aayYWY4ZMMuanBnJnI9aKYwMA/skyline-3-skylin3s-vod-cover.jpg	https://www.videobuster.de/dvd-bluray-verleih/229410/skyline-3-skylin3s	0.161290318	0.7096774	False	True
skylines 3	https://i2.wp.com/www.teilzeithelden.de/wp-content/uploads/2021/06/Skylin3s-Review-Blu-Ray-Header-©-EuroVideo-Medien.png?fit=1068%2C580&ssl=1	https://www.teilzeithelden.de/2021/06/09/rezension-skylin3s-zurueck-ins-weltall/	0.161290318	0.7096774	True	True
skylines 3	https://i2.wp.com/www.teilzeithelden.de/wp-content/uploads/2021/06/Skylin3s-Review-Blu-Ray-Header-©-EuroVideo-Medien.png?fit=1068,580&ssl=1	https://www.teilzeithelden.de/2021/06/09/rezension-skylin3s-zurueck-ins-weltall/	0.161290318	0.7096774	True	True
skylines 3	https://gfx.videobuster.de/archive/v/cx2dFc9eXjOydH2PvkAhclQcz0lMkawsSUyRjA1JTJGaW1hmSUyRmpwZWclMkY3Y7Ew2rczY2O2ZWFmMDZjqTD0Yu3n8i5qcGcmcj137zg/skyline-3-skylin3s-poster.jpg	https://www.videobuster.de/dvd-bluray-verleih/229410/skyline-3-skylin3s	0.161290318	0.7096774	True	True
skylines 3	https://gfx.videobuster.de/archive/v/cx2dFc9eXjOydH2PvkAhclQcz0lMkawsSUyRjA1JTJGaW1hmSUyRmpwZWclMkY3Y7Ew2rczY2O2ZWFmMDZjqTD0Yu3n8i5qcGcmcj137zg/skyline-3-skylin3s-poster.jpg	https://www.videobuster.de/dvd-bluray-verleih/229410/skyline-3-skylin3s	0.161290318	0.7096774	True	True
skylines 3	https://gfx.videobuster.de/archive/v/cJtMtv0OkpK1zGOJrod8MfAcz0lMkawsyUyRjAzJTJGaW1hmSUyRmpwZWclMkZlrjZhMPNlY2T_OWHLZObrMDDa7zCLNy5qcGcmcj1opjAw/skyline-3-skylin3s-cover.jpg	https://www.videobuster.de/dvd-bluray-verleih/229410/skyline-3-skylin3s	0.161290318	0.7096774	False	True
skylines 3	https://gfx.videobuster.de/archive/v/cJtMtv0OkpK1zGOJrod8MfAcz0lMkawsyUyRjAzJTJGaW1hmSUyRmpwZWclMkZlrjZhMPNlY2T_OWHLZObrMDDa7zCLNy5qcGcmcj1opjAw/skyline-3-skylin3s-blu-ray-cover.jpg	https://www.videobuster.de/dvd-bluray-verleih/229410/skyline-3-skylin3s	0.161290318	0.7096774	False	True
skylines 3	https://gfx.videobuster.de/archive/v/cW5DlWqFGmbQcLML0nPMUyQcz0lMkawsSUyRjA1JTJGaW1hmSUyRmpwZWclMkYxYTDPlTNkYTD0qmI0Zdhm7mJhYvgzY7guanBnJnI9aKYwMA/skyline-3-skylin3s-poster.jpg	https://www.videobuster.de/dvd-bluray-verleih/229410/skyline-3-skylin3s	0.161290318	0.7096774	False	True
skylines 3	https://gfx.videobuster.de/archive/v/c1cs7GfVSQ6e5wMfGqq-SqQcz0lMkawsSUyRjA1JTJGaW1hmSUyRmpwZWclMkY3Y7Ew2rczY2O2ZWFmMDZjqTD0Yu3n8i5qcGcmcj1opjAw/skyline-3-skylin3s-poster.jpg	https://www.videobuster.de/dvd-bluray-verleih/229410/skyline-3-skylin3s	0.161290318	0.7096774	False	True
skylines 3	https://gfx.videobuster.de/archive/v/c1cs7GfVSQ6e5wMfGqq-SqQcz0lMkawsSUyRjA1JTJGaW1hmSUyRmpwZWclMkY3Y7Ew2rczY2O2ZWFmMDZjqTD0Yu3n8i5qcGcmcj1opjAw/skyline-3-skylin3s-poster.jpg	https://www.videobuster.de/dvd-bluray-verleih/229410/skyline-3-skylin3s	0.161290318	0.7096774	False	True
skylines 3	https://gfx.videobuster.de/archive/v/cRWxbVbpcDIxpCowbZhhHugcz0lMkawsyUyRjAzJTJGaW1hmSUyRmpwZWclMkY2ZDljMGFi1jA3Yd5iMWM5ZPdiYWYwZbjb5S5qcGcmcj1opjAw/skyline-3-skylin3s-blu-ray-gebraucht-kaufen-cover.jpg	https://www.videobuster.de/dvd-bluray-verleih/229410/skyline-3-skylin3s	0.161290318	0.7096774	False	True
skylines 3	https://gfx.videobuster.de/archive/v/cOP1wENHhSWl1feIXJVVLegcz0lMkawsSUyRjA2JTJGaW1hmSUyRmpwZWclMkZjpq9hqWRhMNhiZmZjZjJhuWXFZTdhOGYwNC5qcGcmcj137zg/skyline-3-skylin3s-poster.jpg	https://www.videobuster.de/dvd-bluray-verleih/229410/skyline-3-skylin3s	0.161290318	0.7096774	True	True
skylines 3	https://gfx.videobuster.de/archive/v/cJtMtv0OkpK1zGOJrod8MfAcz0lMkawsyUyRjAzJTJGaW1hmSUyRmpwZWclMkZlrjZhMPNlY2T_OWHLZObrMDDa7zCLNy5qcGcmcj1opjAw/skyline-3-skylin3s-dvd-gebraucht-kaufen-cover.jpg	https://www.videobuster.de/dvd-bluray-verleih/229410/skyline-3-skylin3s	0.161290318	0.7096774	False	True
skylines 3	https://gfx.videobuster.de/archive/v/caYi5-yNJlVuTNZSTh9j_4wcz0lMkawsSUyRjA1JTJGaW1hmSUyRmpwZWclMkbnYTRm62bMi8hhsskxZmPyMDRkY8FiZi5qcGcmcj137zg/skyline-3-skylin3s-poster.jpg	https://www.videobuster.de/dvd-bluray-verleih/229410/skyline-3-skylin3s	0.161290318	0.7096774	False	True
skylines 3	https://gfx.videobuster.de/archive/v/caYi5-yNJlVuTNZSTh9j_4wcz0lMkawsSUyRjA1JTJGaW1hmSUyRmpwZWclMkbnYTRm62bMi8hhsskxZmPyMDRkY8FiZi5qcGcmcj137zg/skyline-3-skylin3s-poster.jpg	https://www.videobuster.de/dvd-bluray-verleih/229410/skyline-3-skylin3s	0.161290318	0.7096774	False	True
